functional_block,reference_designator,bom_id,manufacturer,exact_mpn,description,board_region,assembly_status,package,body_length_mm,body_width_mm,body_height_mm,land_pattern,courtyard,keepout,pin_pitch,mass_g,operating_voltage,typical_power,peak_power,thermal_notes,placement_notes,source_document,source_revision,source_page,source_url_or_file,confidence,freeze_status,schematic_status,footprint_status,3d_model_status,next_action
boot/system storage,U4,C004,TBD,32 GB eMMC 5.1 MPN TBD,"System storage — 32 GB eMMC 5.1 (HS200/HS400 per BSP). Small + reliable; no microSD. Holds OS, models, event clips.",R-Temple Compute Board,HOLD,BGA153 candidate,,,,AI_Glasses_V2:VERIFY_BGA153,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,VCC/VCCQ from RK806 rails,included in compute model,TBD by selected MPN,TBD after thermal review,Common eMMC sizes are not freeze data; final MPN and package drawing required.,AI Glasses Hardware Dimensions V2.3,2026-07-01,pp. 1-10,/Users/stanley/Downloads/AI_Glasses_Hardware_Dimensions_V2.3.pdf,medium; project extraction from BOM PDFs,HOLD,present in current schematic,NOT_FOR_FAB placeholder; not release-ready,HOLD/TBD; no verified aligned STEP in V2 KiCad,G04 (eMMC MPN + BSP/bootloader; cold-boot + power-loss recovery)
optional boot flash,U5,C006,Macronix,MX25U6432F,Backup boot flash — 64 Mbit 1.8 V serial NOR on FSPI. Reserved for recovery / factory test / alt-boot; not populated on first EVT.,R-Temple Compute Board,DNP,USON/XSON/SOP option,,,,AI_Glasses_V2:USON-8,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,1.8 V SPI/QSPI,DNP,DNP,TBD after thermal review,Footprint kept only if boot flow needs external NOR.,AI Glasses Hardware Dimensions V2.3,2026-07-01,pp. 1-10,/Users/stanley/Downloads/AI_Glasses_Hardware_Dimensions_V2.3.pdf,medium; project extraction from BOM PDFs,DNP,present in current schematic,DNP; do not treat as release BOM,HOLD/TBD; no verified aligned STEP in V2 KiCad,Boot flow decides whether production needs it
main SoC boost,U6,C007,Texas Instruments,TPS61088,"Main SoC 5 V boost — 1S -> SOC_5V for the compute island. High-current sync boost; EN from nRF54L15, PG back to nRF. Candidate/HOLD until peak measured.",R-Temple Compute Board,HOLD,VQFN-22 4.5 x 3.5 mm,4.5,3.5,,AI_Glasses_V2:VQFN-22_4.5x3.5,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,"VSYS in, SOC_5V out",conversion loss in compute-island loss row,TBD from RK3576 boot/AI current,TBD after thermal review,"Chip size alone is insufficient; L1, input/output caps, current loop and thermal rise are the real footprint.",AI Glasses Hardware Dimensions V2.3,2026-07-01,pp. 1-10,/Users/stanley/Downloads/AI_Glasses_Hardware_Dimensions_V2.3.pdf,medium; project extraction from BOM PDFs,HOLD,present in current schematic,candidate; verify official drawing/land pattern/height before layout,HOLD/TBD; no verified aligned STEP in V2 KiCad,"G06/G09 (measured RK3576 boot+AI peak, soft-start, droop, thermal)"
main clock,Y1,C005,TBD,24 MHz 10 ppm crystal TBD,"Main clock — 24 MHz, 10 ppm; load per Rockchip reference layout.",R-Temple Compute Board,Fit,3225 or smaller,3.2,2.5,,AI_Glasses_V2:Crystal_SMD_3225,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,oscillator pins on RK3576,passive,passive,TBD after thermal review,Reference load capacitance/ESR/placement must follow RK3576 HDG.,AI Glasses Hardware Dimensions V2.3,2026-07-01,pp. 1-10,/Users/stanley/Downloads/AI_Glasses_Hardware_Dimensions_V2.3.pdf,medium; project extraction from BOM PDFs,PROVISIONAL,present in current schematic,candidate; verify official drawing/land pattern/height before layout,HOLD/TBD; no verified aligned STEP in V2 KiCad,G01 (reuse reference CL/ESR + placement distance per HDG)
right battery cell,BT1,C029,cell supplier TBD,LP451165 300 mAh,"Right cell — 3.7 V 300 mAh, 4.5x11x65 mm, high-rate custom. Right-temple weight.",Temple Rears (batt/spkr/ant),HOLD,pouch cell with tabs/NTC/pack options,70.0,12.8,5.6,AI_Glasses_V2:VERIFY_CELL_4.5x11x65,TBD; use official package drawing before layout,TBD; see placement notes,TBD,6.0,1S Li-Po nominal 3.7 V,source,branch current TBD by 1S2P validation,TBD after thermal review,"Use 70 x 12.8 x 5.6 mm CAD clearance envelope, not nominal 65 x 11 x 4.5 mm. Supplier drawing still required.",LP451165 Battery Bay Fit Check,"project fit-check, 2026-07-01",dimensions.csv + fit-check md,AI_Glasses_HOLD_Closure_Pack/06_Mechanical_Fit_Check/,"medium; CAD clearance envelope, not supplier pack drawing",HOLD,present in current schematic,NOT_FOR_FAB placeholder; not release-ready,HOLD/TBD; no verified aligned STEP in V2 KiCad,"G07 (full datasheet, >=2C, IR, cycles, cert)"
left battery cell,BT2,C030,cell supplier TBD,LP451165 300 mAh,"Left cell — same batch/capacity/IR-matched to the right cell. Left-temple weight. 1S2P parallel only after supplier pairing (OCV<=20mV, cap<=3%, DCIR<=10%, same lot, §20).",Temple Rears (batt/spkr/ant),HOLD,pouch cell with tabs/NTC/pack options,70.0,12.8,5.6,AI_Glasses_V2:VERIFY_CELL_70x12.8x5.6_maxenv,TBD; use official package drawing before layout,TBD; see placement notes,TBD,6.0,1S Li-Po nominal 3.7 V,source,branch current TBD by 1S2P validation,TBD after thermal review,"Must be lot/capacity/DCIR matched to BT1; one cell per temple, 1S2P.",LP451165 Battery Bay Fit Check,"project fit-check, 2026-07-01",dimensions.csv + fit-check md,AI_Glasses_HOLD_Closure_Pack/06_Mechanical_Fit_Check/,"medium; CAD clearance envelope, not supplier pack drawing",HOLD,present in current schematic,NOT_FOR_FAB placeholder; not release-ready,HOLD/TBD; no verified aligned STEP in V2 KiCad,G07
Temple Rears (batt/spkr/ant),F1,C031a,TBD,PTC/fuse (R branch),Right branch protection — resettable PTC / fusible link in the right cell branch. Limits a single-cell / FPC short (§7).,Temple Rears (batt/spkr/ant),TBD,AI_Glasses_V2:VERIFY_FUSE,,,,AI_Glasses_V2:VERIFY_FUSE,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,TBD,TBD,TBD,TBD after thermal review,,Current V2 generated schematic/BOM master,generated 2026-07-01,scripts/chipdown_bom.py,v2_chipdown/scripts/chipdown_bom.py,high for current project intent; not a package drawing,TBD,present in current schematic,NOT_FOR_FAB placeholder; not release-ready,HOLD/TBD; no verified aligned STEP in V2 KiCad,"Rating from peak-current calc (> branch peak, < FPC rating)"
Temple Rears (batt/spkr/ant),F2,C031b,TBD,PTC/fuse (L branch),Left branch protection — resettable PTC / fusible link in the left cell branch.,Temple Rears (batt/spkr/ant),TBD,AI_Glasses_V2:VERIFY_FUSE,,,,AI_Glasses_V2:VERIFY_FUSE,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,TBD,TBD,TBD,TBD after thermal review,,Current V2 generated schematic/BOM master,generated 2026-07-01,scripts/chipdown_bom.py,v2_chipdown/scripts/chipdown_bom.py,high for current project intent; not a package drawing,TBD,present in current schematic,NOT_FOR_FAB placeholder; not release-ready,HOLD/TBD; no verified aligned STEP in V2 KiCad,Rating from peak-current calc
magnetic pogo charge/service,J1,C034,TBD,magnetic pogo 4-6 pin TBD,"Charge/data interface — magnetic pogo (5 V charge, optional USB2). Thinner + more waterproof than a temple USB-C.",Temple Rears (batt/spkr/ant),TBD,target about 10 x 3 mm,10.0,3.0,,AI_Glasses_V2:VERIFY_POGO,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,"USB_5V, GND, optional USB2/ID",passive; contact I2R loss,charge/fault current rating TBD,TBD after thermal review,"Needs pin count, contact resistance, magnet polarity, corrosion, short and mating-life data.",AI Glasses Hardware Dimensions V2.3,2026-07-01,pp. 1-10,/Users/stanley/Downloads/AI_Glasses_Hardware_Dimensions_V2.3.pdf,medium; project extraction from BOM PDFs,TBD,present in current schematic,NOT_FOR_FAB placeholder; not release-ready,HOLD/TBD; no verified aligned STEP in V2 KiCad,"Magnet direction, sweat corrosion, short, cycle life"
left-right interconnect / future hinge FPC,J4,C039,FPC supplier TBD,custom 6-10 mm FPC / rigid-flex TBD,"Hinge FPC (L<->R) — carries battery power path, AON UART, control lines and GND between the two temples. Enables the split-and-fold structure.",Temple Rears (batt/spkr/ant),HOLD,0.10-0.18 mm target thickness,,6-10,0.10-0.18,AI_Glasses_V2:VERIFY_HINGE_FPC,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,"BAT_P/VSYS, GND, AON UART, EN/PGOOD/fault/status",passive; I2R loss,must carry peak and fault current safely,TBD after thermal review,"EVT-A can be fixed-temple cable/FPC. Folding hinge life, bend radius, stack-up and pin count remain open.",AI Glasses Hardware Dimensions V2.3,2026-07-01,pp. 1-10,/Users/stanley/Downloads/AI_Glasses_Hardware_Dimensions_V2.3.pdf,medium; project extraction from BOM PDFs,HOLD,present in current schematic,NOT_FOR_FAB placeholder; not release-ready,HOLD/TBD; no verified aligned STEP in V2 KiCad,"G12 (impedance, bend radius, life, hinge interference)"
Temple Rears (batt/spkr/ant),J5,C040,TBD,U.FL / I-PEX MHF,"Micro RF connector — 50 ohm, Wi-Fi & BLE antenna debug/attach for EVT.",Temple Rears (batt/spkr/ant),Fit,Connector_Coaxial:U.FL_Hirose_U.FL-R-SMT-1_Vertical,,,,Connector_Coaxial:U.FL_Hirose_U.FL-R-SMT-1_Vertical,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,TBD,TBD,TBD,TBD after thermal review,,Current V2 generated schematic/BOM master,generated 2026-07-01,scripts/chipdown_bom.py,v2_chipdown/scripts/chipdown_bom.py,high for current project intent; not a package drawing,Fit,present in current schematic,candidate; verify official drawing/land pattern/height before layout,HOLD/TBD; no verified aligned STEP in V2 KiCad,Connector height + mating life
BLE antenna,J6,C018,TBD,2.4 GHz FPC/PCB antenna TBD,"BLE antenna — 50 ohm, always-on. Physically separate from the Wi-Fi antenna.",Temple Rears (batt/spkr/ant),TBD,custom antenna/keep-out,,,,AI_Glasses_V2:VERIFY_ANT,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,"RF passive, 50 ohm",passive,radio-dependent,TBD after thermal review,"Requires left-temple tail keep-out, matching and worn-state tune. Must clear battery/copper/screws/magnets.",Current V2 generated schematic/BOM master,generated 2026-07-01,scripts/chipdown_bom.py,v2_chipdown/scripts/chipdown_bom.py,high for current project intent; not a package drawing,TBD,present in current schematic,NOT_FOR_FAB placeholder; not release-ready,HOLD/TBD; no verified aligned STEP in V2 KiCad,Worn-state tuning; clear of battery/metal
Wi-Fi antenna,J7,C017,TBD,2.4/5 GHz FPC or LDS antenna TBD,"Wi-Fi dual-band antenna — 50 ohm, worn-state tuned. Away from SoC/battery/speaker magnet/hinge.",Temple Rears (batt/spkr/ant),TBD,custom antenna/keep-out,,,,AI_Glasses_V2:VERIFY_ANT,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,"RF passive, 50 ohm",passive; radiated from U11,TBD by RF path,TBD after thermal review,"Requires antenna SKU, keep-out, matching and worn-state tuning. Must clear battery, copper, screws, speaker magnet and boost loop.",Current V2 generated schematic/BOM master,generated 2026-07-01,scripts/chipdown_bom.py,v2_chipdown/scripts/chipdown_bom.py,high for current project intent; not a package drawing,TBD,present in current schematic,NOT_FOR_FAB placeholder; not release-ready,HOLD/TBD; no verified aligned STEP in V2 KiCad,Head-loaded RSSI/throughput/SAR; keep-out
main speaker,LS1,C025,TBD,8 ohm 0.5-1 W micro speaker TBD,Main speaker — first version single speaker; open acoustic unit set by temple cavity.,Temple Rears (batt/spkr/ant),TBD,speaker/cavity TBD,,,,AI_Glasses_V2:VERIFY_SPK,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,driven by MAX98360A,13-27 mW average in model,0.5-1 W acoustic part class,TBD after thermal review,"Must choose speaker MPN, magnet size, port, cavity, leak path and antenna exclusion.",Current V2 generated schematic/BOM master,generated 2026-07-01,scripts/chipdown_bom.py,v2_chipdown/scripts/chipdown_bom.py,high for current project intent; not a package drawing,TBD,present in current schematic,NOT_FOR_FAB placeholder; not release-ready,HOLD/TBD; no verified aligned STEP in V2 KiCad,MPN after acoustic cavity/volume/leak test
Temple Rears (batt/spkr/ant),LS2,C026,TBD,2nd speaker pad,Second speaker land — reserved for productization; not populated first version.,Temple Rears (batt/spkr/ant),DNP,AI_Glasses_V2:VERIFY_SPK,,,,AI_Glasses_V2:VERIFY_SPK,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,TBD,TBD,TBD,TBD after thermal review,,Current V2 generated schematic/BOM master,generated 2026-07-01,scripts/chipdown_bom.py,v2_chipdown/scripts/chipdown_bom.py,high for current project intent; not a package drawing,DNP,present in current schematic,NOT_FOR_FAB placeholder; not release-ready,HOLD/TBD; no verified aligned STEP in V2 KiCad,Decide dual-speaker at EVT-B
Temple Rears (batt/spkr/ant),M1,C028,TBD,LRA/ERM motor,LRA/ERM motor — short haptic alerts; can be replaced by phone vibration first version.,Temple Rears (batt/spkr/ant),DNP,AI_Glasses_V2:VERIFY_LRA,,,,AI_Glasses_V2:VERIFY_LRA,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,TBD,TBD,TBD,TBD after thermal review,,Current V2 generated schematic/BOM master,generated 2026-07-01,scripts/chipdown_bom.py,v2_chipdown/scripts/chipdown_bom.py,high for current project intent; not a package drawing,DNP,present in current schematic,NOT_FOR_FAB placeholder; not release-ready,HOLD/TBD; no verified aligned STEP in V2 KiCad,Vibration P1
Temple Rears (batt/spkr/ant),RS2,C044-RCL,TBD,10 mohm 1%,Left branch shunt — BATL_F -> BAT_P; I_CELL_L for current-share monitoring.,Temple Rears (batt/spkr/ant),Fit,AI_Glasses_V2:R_0805_shunt,,,,AI_Glasses_V2:R_0805_shunt,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,TBD,TBD,TBD,TBD after thermal review,,Current V2 generated schematic/BOM master,generated 2026-07-01,scripts/chipdown_bom.py,v2_chipdown/scripts/chipdown_bom.py,high for current project intent; not a package drawing,Fit,present in current schematic,candidate; verify official drawing/land pattern/height before layout,HOLD/TBD; no verified aligned STEP in V2 KiCad,Branch current-share (§7/§29)
Temple Rears (batt/spkr/ant),RS3,C044-RCR,TBD,10 mohm 1%,Right branch shunt — BATR_F -> BAT_P; I_CELL_R for current-share monitoring.,Temple Rears (batt/spkr/ant),Fit,AI_Glasses_V2:R_0805_shunt,,,,AI_Glasses_V2:R_0805_shunt,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,TBD,TBD,TBD,TBD after thermal review,,Current V2 generated schematic/BOM master,generated 2026-07-01,scripts/chipdown_bom.py,v2_chipdown/scripts/chipdown_bom.py,high for current project intent; not a package drawing,Fit,present in current schematic,candidate; verify official drawing/land pattern/height before layout,HOLD/TBD; no verified aligned STEP in V2 KiCad,Branch current-share (§7/§29)
right-cell NTC,RT1,C033a,TBD,10k NTC curve TBD,Right cell temperature — 10k NTC at the cell into nPM1300 NTC/AON ADC. Per-cell NTC (§15).,Temple Rears (batt/spkr/ant),Fit,0402 or film probe,,,,AI_Glasses_V2:R_0402,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,AON analog / nPM1300 temperature input,uW class divider,uW class,TBD after thermal review,"Location matters more than package: place against cell body, not charger IC.",AI Glasses Hardware Dimensions V2.3,2026-07-01,pp. 1-10,/Users/stanley/Downloads/AI_Glasses_Hardware_Dimensions_V2.3.pdf,medium; project extraction from BOM PDFs,PROVISIONAL,present in current schematic,candidate; verify official drawing/land pattern/height before layout,HOLD/TBD; no verified aligned STEP in V2 KiCad,NTC curve matched to nPM1300 charger config
left-cell NTC,RT2,C033b,TBD,10k NTC curve TBD,Left cell temperature — 10k NTC at the cell into nPM1300 NTC/AON ADC.,Temple Rears (batt/spkr/ant),Fit,0402 or film probe,,,,AI_Glasses_V2:R_0402,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,AON analog / nPM1300 temperature input,uW class divider,uW class,TBD after thermal review,Needs JEITA/nPM1300 charger config match.,AI Glasses Hardware Dimensions V2.3,2026-07-01,pp. 1-10,/Users/stanley/Downloads/AI_Glasses_Hardware_Dimensions_V2.3.pdf,medium; project extraction from BOM PDFs,PROVISIONAL,present in current schematic,candidate; verify official drawing/land pattern/height before layout,HOLD/TBD; no verified aligned STEP in V2 KiCad,NTC curve matched to nPM1300 charger config
Temple Rears (batt/spkr/ant),TP2,C033-TP,TBD,Battery test points,"Battery Kelvin test points — Cell-L+, Cell-R+, Pack+, Cell-neg, both NTCs for pairing / current-share / temperature verification.",Temple Rears (batt/spkr/ant),Fit,AI_Glasses_V2:TestPad_Set,,,,AI_Glasses_V2:TestPad_Set,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,TBD,TBD,TBD,TBD after thermal review,,Current V2 generated schematic/BOM master,generated 2026-07-01,scripts/chipdown_bom.py,v2_chipdown/scripts/chipdown_bom.py,high for current project intent; not a package drawing,Fit,present in current schematic,candidate; verify official drawing/land pattern/height before layout,HOLD/TBD; no verified aligned STEP in V2 KiCad,Cell/pack voltage + NTC probe access (§21)
Temple Rears (batt/spkr/ant),U26,C044-ICL,TBD,INA238 (I_CELL_L),Left branch current across RS2 — cell current-share vs SOC/temp.,Temple Rears (batt/spkr/ant),DNP,AI_Glasses_V2:VSSOP-10,,,,AI_Glasses_V2:VSSOP-10,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,TBD,TBD,TBD,TBD after thermal review,,Current V2 generated schematic/BOM master,generated 2026-07-01,scripts/chipdown_bom.py,v2_chipdown/scripts/chipdown_bom.py,high for current project intent; not a package drawing,DNP,present in current schematic,DNP; do not treat as release BOM,HOLD/TBD; no verified aligned STEP in V2 KiCad,Power Gate — EVT-A only (current-share)
Temple Rears (batt/spkr/ant),U27,C044-ICR,TBD,INA238 (I_CELL_R),Right branch current across RS3 — cell current-share vs SOC/temp.,Temple Rears (batt/spkr/ant),DNP,AI_Glasses_V2:VSSOP-10,,,,AI_Glasses_V2:VSSOP-10,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,TBD,TBD,TBD,TBD after thermal review,,Current V2 generated schematic/BOM master,generated 2026-07-01,scripts/chipdown_bom.py,v2_chipdown/scripts/chipdown_bom.py,high for current project intent; not a package drawing,DNP,present in current schematic,DNP; do not treat as release BOM,HOLD/TBD; no verified aligned STEP in V2 KiCad,Power Gate — EVT-A only (current-share)
camera FPC tail,CAM_FPC,VIRTUAL,camera/FPC supplier TBD,custom camera FPC TBD,,Virtual mechanical item,HOLD,0.2 mm class FPC candidate,,,,,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,"MIPI CSI, I2C, rails, GND",passive; I2R/insertion loss,pin-current TBD,TBD after thermal review,"Virtual mechanical item; final exit direction, stiffener, contact side and bend radius required.",Current V2 generated schematic/BOM master,generated 2026-07-01,scripts/chipdown_bom.py,v2_chipdown/scripts/chipdown_bom.py,high for current project intent; not a package drawing,HOLD,virtual mechanical note,virtual; no KiCad footprint,HOLD/TBD; no verified aligned STEP in V2 KiCad,close gate/source data before PCB layout
camera lens stack,CAM_LENS,VIRTUAL,Radxa/Sony module candidate,Radxa Camera 4K AS001 lens candidate,,Virtual mechanical item,HOLD,"M12 x 0.5 lens, approx OD 14 mm",32.5,32.5,18.0,,TBD; use official package drawing before layout,TBD; see placement notes,TBD,TBD,mechanical/optical,passive,passive,TBD after thermal review,"Virtual mechanical item, not in schematic. Must not replace U14 custom module unless EE/CAD approve that architecture.",AI Glasses Hardware Dimensions V2.3,2026-07-01,pp. 1-10,/Users/stanley/Downloads/AI_Glasses_Hardware_Dimensions_V2.3.pdf,medium; project extraction from BOM PDFs,HOLD,virtual mechanical note,virtual; no KiCad footprint,HOLD/TBD; no verified aligned STEP in V2 KiCad,close gate/source data before PCB layout
